Origin,Destination,FlightDate,DollarFare,DollarTax,DollarTotal,IsDomesticRoute,MarketID,GeographicRegionId,Type1,Type2,Type3,Type4,Type5
JFK,BQN,1/20/2016 23:59,167.8,27.8,195.6,1,2,4,1,1,1,0,0
JFK,BQN,1/19/2016 23:59,167.8,27.8,195.6,1,2,4,1,1,1,0,0
JFK,BQN,1/18/2016 23:59,167.8,27.8,195.6,1,2,4,1,1,1,0,0
JFK,BQN,1/17/2016 23:59,167.8,27.8,195.6,1,2,4,1,1,1,0,0
JFK,BQN,1/16/2016 23:59,167.8,27.8,195.6,1,2,4,1,1,1,0,0
JFK,BQN,2/8/2016 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,1/22/2016 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,1/12/2016 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,1/11/2016 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/8/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/7/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/6/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/5/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/3/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/2/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,12/1/2015 5:45,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/28/2015 5:45,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/27/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/23/2015 5:45,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/22/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/19/2015 5:45,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/18/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/17/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/13/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
JFK,BQN,11/10/2015 23:59,168.8,27.8,196.6,1,2,4,1,1,1,0,0
MCO,BQN,1/10/2016 23:43,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,1/8/2016 23:43,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,12/15/2015 22:20,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,11/27/2015 22:15,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,11/21/2015 22:15,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,11/2/2015 22:15,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,11/1/2015 22:15,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,10/31/2015 22:15,183.8,27.8,211.6,1,2,4,1,1,1,0,0
MCO,BQN,10/30/2015 22:15,183.8,27.8,211.6,1,2,4,1,1,1,0,0
JFK,BQN,2/29/2016 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,2/24/2016 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,1/15/2016 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,12/14/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,12/13/2015 5:45,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,12/12/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,12/9/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,12/4/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/30/2015 5:45,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/24/2015 5:45,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/21/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/12/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/9/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/8/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/7/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/6/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/5/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/4/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
JFK,BQN,11/3/2015 23:59,193.8,27.8,221.6,1,2,4,1,1,1,0,0
MCO,BQN,1/9/2016 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,1/7/2016 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/30/2015 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/29/2015 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/28/2015 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/27/2015 22:28,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/26/2015 22:28,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/25/2015 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/24/2015 23:43,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/23/2015 22:28,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/22/2015 22:28,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/21/2015 22:28,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/20/2015 22:28,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,12/1/2015 22:15,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,11/20/2015 22:15,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,10/29/2015 22:15,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,10/28/2015 22:15,203.8,27.8,231.6,1,2,4,1,1,1,0,0
MCO,BQN,10/27/2015 22:15,203.8,27.8,231.6,1,2,4,1,1,1,0,0
JFK,BQN,11/2/2015 23:59,211.8,27.8,239.6,1,2,4,1,1,1,0,0
JFK,BQN,11/1/2015 23:59,211.8,27.8,239.6,1,2,4,1,1,1,0,0
JFK,BQN,10/31/2015 23:59,211.8,27.8,239.6,1,2,4,1,1,1,0,0
JFK,BQN,10/30/2015 23:59,211.8,27.8,239.6,1,2,4,1,1,1,0,0
JFK,BQN,2/25/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/23/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/22/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/21/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/20/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/18/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/17/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,2/9/2016 23:59,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,11/20/2015 5:45,214.8,27.8,242.6,1,2,4,1,1,1,0,0
JFK,BQN,1/14/2016 23:59,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,1/9/2016 23:59,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,1/7/2016 23:59,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,1/6/2016 23:59,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,1/1/2016 5:30,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,12/31/2015 23:59,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,12/15/2015 5:45,218.8,27.8,246.6,1,2,4,1,1,1,0,0
JFK,BQN,12/11/2015 23:59,218.8,27.8,246.6,1,2,4,1,1,1,0,0
MCO,BQN,1/6/2016 22:15,223.8,27.8,251.6,1,2,4,1,1,1,0,0
MCO,BQN,1/5/2016 23:43,223.8,27.8,251.6,1,2,4,1,1,1,0,0
MCO,BQN,12/16/2015 22:20,223.8,27.8,251.6,1,2,4,1,1,1,0,0
MCO,BQN,1/4/2016 23:43,231.64,27.8,259.44,1,2,4,1,1,1,0,0
MCO,BQN,1/1/2016 23:43,231.64,27.8,259.44,1,2,4,1,1,1,0,0
MCO,BQN,12/17/2015 22:20,231.64,27.8,259.44,1,2,4,1,1,1,0,0
MCO,BQN,12/19/2015 22:28,239.48,27.8,267.28,1,2,4,1,1,1,0,0
JFK,BQN,2/16/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,2/5/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,1/13/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,1/10/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,1/5/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,1/4/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,1/3/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,1/2/2016 23:59,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,12/16/2015 5:45,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,11/29/2015 5:45,243.8,27.8,271.6,1,2,4,1,1,1,0,0
JFK,BQN,11/25/2015 5:45,243.8,27.8,271.6,1,2,4,1,1,1,0,0
MCO,BQN,12/18/2015 22:28,257.64,27.8,285.44,1,2,4,1,1,1,0,0
MCO,BQN,11/30/2015 22:15,257.64,27.8,285.44,1,2,4,1,1,1,0,0
MCO,BQN,11/29/2015 22:15,266.48,27.8,294.28,1,2,4,1,1,1,0,0
JFK,BQN,2/28/2016 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
JFK,BQN,2/27/2016 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
JFK,BQN,1/8/2016 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
JFK,BQN,12/10/2015 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
JFK,BQN,10/29/2015 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
JFK,BQN,10/28/2015 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
JFK,BQN,10/27/2015 23:59,280.8,27.8,308.6,1,2,4,1,1,1,0,0
MCO,BQN,11/28/2015 22:15,283.64,27.8,311.44,1,2,4,1,1,1,0,0
JFK,BQN,12/30/2015 5:30,290.92,27.8,318.72,1,2,4,1,1,1,0,0
JFK,BQN,12/29/2015 23:59,290.92,27.8,318.72,1,2,4,1,1,1,0,0
MCO,BQN,1/3/2016 22:28,293.48,27.8,321.28,1,2,4,1,1,1,0,0
MCO,BQN,1/2/2016 22:28,293.48,27.8,321.28,1,2,4,1,1,1,0,0
JFK,BQN,2/26/2016 23:59,331.8,27.8,359.6,1,2,4,1,1,1,0,0
JFK,BQN,2/19/2016 23:59,343.96,27.8,371.76,1,2,4,1,1,1,0,0
JFK,BQN,12/28/2015 23:59,343.96,27.8,371.76,1,2,4,1,1,1,0,0
JFK,BQN,12/21/2015 5:30,343.96,27.8,371.76,1,2,4,1,1,1,0,0
JFK,BQN,12/20/2015 23:59,343.96,27.8,371.76,1,2,4,1,1,1,0,0
JFK,BQN,12/19/2015 23:59,343.96,27.8,371.76,1,2,4,1,1,1,0,0
JFK,BQN,2/10/2016 23:59,366.8,27.8,394.6,1,2,4,1,1,1,0,0
JFK,BQN,2/15/2016 23:59,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,12/27/2015 23:59,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,12/25/2015 5:30,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,12/24/2015 23:59,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,12/22/2015 23:59,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,12/18/2015 5:30,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,12/17/2015 5:45,380.36,27.8,408.16,1,2,4,1,1,1,0,0
JFK,BQN,2/14/2016 23:59,425.08,27.8,452.88,1,2,4,1,1,1,0,0
JFK,BQN,12/26/2015 23:59,440.36,27.8,468.16,1,2,4,1,1,1,0,0
JFK,BQN,12/23/2015 5:30,440.36,27.8,468.16,1,2,4,1,1,1,0,0
JFK,BQN,2/11/2016 23:59,599.8,27.8,627.6,1,2,4,1,1,1,0,0
JFK,BTV,2/10/2016 17:30,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,2/9/2016 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,2/3/2016 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,2/2/2016 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/27/2016 13:08,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/26/2016 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/23/2016 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/20/2016 13:08,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/19/2016 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/13/2016 17:30,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,1/12/2016 13:08,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,12/8/2015 22:45,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,11/18/2015 9:20,48.1,16.47,64.57,1,5,13,0,1,1,0,1
JFK,BTV,2/23/2016 13:00,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,2/20/2016 8:41,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,2/17/2016 13:00,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,2/16/2016 8:41,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,1/16/2016 22:45,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,12/9/2015 9:20,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,11/17/2015 9:20,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,11/14/2015 13:09,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,11/11/2015 13:09,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,11/10/2015 13:09,63.1,17.52,80.62,1,5,13,0,1,1,0,1
JFK,BTV,2/22/2016 8:41,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/21/2016 13:00,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/19/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/18/2016 8:41,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/15/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/8/2016 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/7/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/6/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/1/2016 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/31/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/28/2016 13:08,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/25/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/24/2016 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/22/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/21/2016 13:08,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/18/2016 13:08,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/17/2016 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/14/2016 13:08,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/11/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/7/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/4/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,1/3/2016 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/31/2015 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/30/2015 9:10,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/15/2015 12:50,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/13/2015 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/12/2015 12:50,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/11/2015 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/10/2015 12:50,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/7/2015 12:50,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/6/2015 12:50,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/4/2015 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,12/3/2015 12:50,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,11/26/2015 13:00,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,11/19/2015 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,11/13/2015 22:45,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,11/12/2015 9:20,78.1,18.57,96.67,1,5,13,0,1,1,0,1
JFK,BTV,2/24/2016 9:10,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,2/14/2016 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,2/11/2016 13:00,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,2/4/2016 13:08,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,1/9/2016 17:30,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,1/6/2016 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,1/5/2016 9:20,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,1/2/2016 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,1/1/2016 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/26/2015 8:41,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/25/2015 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/24/2015 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/16/2015 9:20,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/14/2015 12:50,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/5/2015 9:20,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,12/2/2015 22:45,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,11/23/2015 9:20,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,11/21/2015 9:20,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,11/20/2015 9:20,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,11/16/2015 13:09,93.1,19.61,112.71,1,5,13,0,1,1,0,1
JFK,BTV,2/25/2016 9:10,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,2/13/2016 8:41,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,2/5/2016 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,1/30/2016 13:08,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,1/29/2016 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,1/8/2016 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,12/27/2015 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,12/23/2015 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,12/17/2015 12:50,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/9/2015 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/8/2015 9:20,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/7/2015 13:09,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/6/2015 13:09,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/5/2015 13:09,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/4/2015 22:45,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,11/3/2015 9:20,108.1,20.66,128.76,1,5,13,0,1,1,0,1
JFK,BTV,2/12/2016 13:00,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,1/15/2016 22:45,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,1/10/2016 22:45,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,12/19/2015 12:30,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,12/1/2015 9:20,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,11/28/2015 9:20,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,11/24/2015 9:20,117.1,21.29,138.39,1,5,13,0,1,1,0,1
JFK,BTV,11/15/2015 13:09,123.1,21.7,144.8,1,5,13,0,1,1,0,1
JFK,BTV,2/26/2016 9:10,138.1,22.75,160.85,1,5,13,0,1,1,0,1
JFK,BTV,11/22/2015 9:20,138.1,22.75,160.85,1,5,13,0,1,1,0,1
JFK,BTV,12/29/2015 9:10,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,12/28/2015 9:10,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,12/22/2015 13:00,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,12/20/2015 9:10,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,12/18/2015 9:10,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,11/30/2015 9:20,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,11/25/2015 9:20,143.06,23.1,166.16,1,5,13,0,1,1,0,1
JFK,BTV,2/29/2016 9:10,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,12/21/2015 22:45,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,11/29/2015 22:50,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,11/27/2015 9:20,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,11/2/2015 13:09,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,11/1/2015 9:20,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,10/31/2015 22:45,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,10/30/2015 9:20,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,10/29/2015 9:20,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,10/28/2015 13:09,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,10/27/2015 22:45,153.1,23.8,176.9,1,5,13,0,1,1,0,1
JFK,BTV,2/28/2016 9:10,198.1,26.94,225.04,1,5,13,0,1,1,0,1
JFK,BTV,2/27/2016 8:41,198.1,26.94,225.04,1,5,13,0,1,1,0,1
BOS,BUF,12/16/2015 6:23,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/15/2015 17:15,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/14/2015 8:30,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/13/2015 8:30,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/12/2015 16:30,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/11/2015 6:23,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/10/2015 15:47,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/9/2015 8:30,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/8/2015 8:30,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/7/2015 15:47,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/6/2015 6:23,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/5/2015 15:47,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/4/2015 15:47,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/3/2015 8:30,38.1,15.77,53.87,1,5,13,0,1,1,0,0
BOS,BUF,12/2/2015 17:15,38.1,15.77,53.87,1,5,13,0,1,1,0,0
JFK,BUF,11/27/2015 8:32,48.1,16.47,64.57,1,5,13,0,1,1,0,0
JFK,BUF,11/26/2015 23:50,48.1,16.47,64.57,1,5,13,0,1,1,0,0
BOS,BUF,2/29/2016 6:30,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/27/2016 6:30,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/25/2016 16:05,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/24/2016 6:30,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/23/2016 6:30,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/22/2016 11:55,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/20/2016 6:30,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/18/2016 11:55,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/17/2016 11:55,58.1,17.17,75.27,1,5,13,0,1,1,0,0
BOS,BUF,2/11/2016 16:40,58.1,17.17,75.27,1,5,13,0,1,1,0,0
